ردیف,دسته بندی,محصول,وزن,عیار,فی تهیه اجرت درصدی,اجرت درصدی فروش,فی تهیه اجرت مبلغی,اجرت مبلغی فروش,فی تهیه سنگ,فی فروش سنگ,رنگ,نوع کالا,سایز,کد قدیمی,تصویر
2417,کار ساخته بازار,GD01003997 - آرین,25.28,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20250708-186.jpg
2418,کار ساخته بازار,GD01003996 - شراکت,15.64,750.0,7.0,8.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,1.0,,Img20250713-263.jpg
2419,کار ساخته بازار,GD01003993,10.7,750.0,6.0,7.0,0.0,0.0,0.0,0.0,دو رنگ,تک پوش,2.0,,Img20250708-941.jpg
2420,کار ساخته بازار,GD01003991 - نقش جهان,18.84,750.0,6.0,8.0,0.0,0.0,0.0,0.0,زرد,تک پوش,3.0,,Img20250621-939.jpg
2421,کار ساخته بازار,GD01003990,0.61,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250621-856.jpg
2422,کار ساخته بازار,GD01003989,1.95,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250621-666.jpg
2423,کار ساخته بازار,GD01003985 - بالرین,0.98,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-213.jpg
2424,کار ساخته بازار,GD01003983 - طاووس,1.56,750.0,7.0,10.0,0.0,0.0,0.0,0.0,دو رنگ,مدال,,,Img20250708-466.jpg
2425,کار ساخته بازار,GD01003981 - اسمورف,1.29,750.0,7.0,10.0,0.0,0.0,0.0,0.0,دو رنگ,مدال,,,Img20250608-1166.jpg
2426,کار ساخته بازار,GD01003980 - شمش,2.22,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250621-37.jpg
2427,کار ساخته بازار,GD01003979 - صدف,1.21,750.0,7.0,10.0,0.0,0.0,0.0,0.0,دو رنگ,مدال,,,Img20250608-556.jpg
2428,کار ساخته بازار,GD01003974,1.39,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-466.jpg
2429,کار ساخته بازار,GD01003968,1.0,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-70.jpg
2430,کار ساخته بازار,GD01003967,1.51,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250621-378.jpg
2431,کار ساخته بازار,GD01003965,0.68,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-80.jpg
2432,کار ساخته بازار,GD01003960,1.97,750.0,12.0,13.0,0.0,0.0,0.0,0.0,دو رنگ,مدال,,,Img20250624-866.jpg
2433,کار ساخته بازار,GD01003959 - R,1.31,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-919.jpg
2434,کار ساخته بازار,GD01003958 - ایفل,1.63,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-670.jpg
2435,کار ساخته بازار,GD01003956 - عقاب,1.67,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-170.jpg
2436,کار ساخته بازار,GD01003953 - love,1.73,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-411.jpg
2437,کار ساخته بازار,GD01003952,2.78,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-99.jpg
2438,کار ساخته بازار,GD01003951,2.82,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250621-11.jpg
2439,کار ساخته بازار,GD01003950,2.4,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-122.jpg
2440,کار ساخته بازار,GD01003949,1.54,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-451.jpg
2441,کار ساخته بازار,GD01003948,1.09,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-253.jpg
2442,کار ساخته بازار,GD01003946,2.58,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-677.jpg
2443,کار ساخته بازار,GD01003945,2.56,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-525.jpg
2444,کار ساخته بازار,GD01003943,1.92,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-789.jpg
2445,کار ساخته بازار,GD01003940 - ورساچ,2.61,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250622-52.jpg
2446,کار ساخته بازار,GD01003939,1.97,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-602.jpg
2447,کار ساخته بازار,GD01003935,1.09,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250624-148.jpg
2448,کار ساخته بازار,GD01003934,1.07,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250622-336.jpg
2449,کار ساخته بازار,GD01003930,0.86,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250608-857.jpg
2450,کار ساخته بازار,GD01003924,1.91,750.0,22.0,23.0,0.0,0.0,0.0,0.0,سفید,دستبند,,,Img20250608-589.jpg
2451,کار ساخته بازار,GD01003923,4.23,750.0,15.0,16.0,0.0,0.0,0.0,0.0,سفید,دستبند,,,Img20250608-58.jpg
2452,کار ساخته بازار,GD01003918,2.53,750.0,12.5,13.0,0.0,0.0,0.0,0.0,سفید,دستبند,,,Img20250622-360.jpg
2453,کار ساخته بازار,GD01003916,1.97,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260704-923.jpg
2454,کار ساخته بازار,GD01003908,5.59,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-449.jpg
2455,کار ساخته بازار,GD01003907,9.03,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250622-240.jpg
2456,کار ساخته بازار,GD01003906 - عقاب,0.96,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-292.jpg
2457,کار ساخته بازار,GD01003905,3.63,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250622-822.jpg
2458,کار ساخته بازار,GD01003903,1.57,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-754.jpg
2459,کار ساخته بازار,GD01003897,2.34,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250624-746.jpg
2460,کار ساخته بازار,GD01003896,2.33,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-61.jpg
2461,کار ساخته بازار,GD01003894,1.28,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-369.jpg
2462,کار ساخته بازار,GD01003892,4.18,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250624-915.jpg
2463,کار ساخته بازار,GD01003889,2.08,750.0,14.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250702-1172.jpg
2464,کار ساخته بازار,GD01003887,2.09,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250622-86.jpg
2465,کار ساخته بازار,GD01003885,1.59,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-79.jpg
2466,کار ساخته بازار,GD01003883,7.65,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250624-675.jpg
2467,کار ساخته بازار,GD01003882,1.4,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-186.jpg
2468,کار ساخته بازار,GD01003881,2.83,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250609-999.jpg
2469,کار ساخته بازار,GD01003876,3.03,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250609-473.jpg
2470,کار ساخته بازار,GD01003875,1.69,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250622-454.jpg
2471,کار ساخته بازار,GD01003874,1.8,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-983.jpg
2472,کار ساخته بازار,GD01003873,12.75,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250624-642.jpg
2473,کار ساخته بازار,GD01003872,1.57,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250708-331.jpg
2474,کار ساخته بازار,GD01003870,3.0,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-215.jpg
2475,کار ساخته بازار,GD01003868,12.05,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250609-744.jpg
2476,کار ساخته بازار,GD01003867,16.02,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,دستبند,,,Img20250609-13.jpg
2477,کار ساخته بازار,GD01003865,1.1,750.0,13.0,14.0,0.0,0.0,0.0,0.0,رزگلد,دستبند,,,Img20250609-433.jpg
2478,کار ساخته بازار,GD01003860,3.58,750.0,13.0,14.0,0.0,0.0,0.0,0.0,رزگلد,دستبند,,,Img20250624-864.jpg
2479,کار ساخته بازار,GD01003837,1.83,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-259.jpg
2480,کار ساخته بازار,GD01003836,1.44,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-647.jpg
2481,کار ساخته بازار,GD01003835,2.18,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-46.jpg
2482,کار ساخته بازار,GD01003834,2.28,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260704-191.jpg
2483,کار ساخته بازار,GD01003833,0.46,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-80.jpg
2484,کار ساخته بازار,GD01003828,0.64,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-548.jpg
2485,کار ساخته بازار,GD01003827,0.83,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250624-983.jpg
2486,کار ساخته بازار,GD01003826,1.39,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-659.jpg
2487,کار ساخته بازار,GD01003823,3.91,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260704-37.jpg
2488,کار ساخته بازار,GD01003822,0.73,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250624-343.jpg
2489,کار ساخته بازار,GD01003821,3.92,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-645.jpg
2490,کار ساخته بازار,GD01003817,2.18,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-1044.jpg
2491,کار ساخته بازار,GD01003814,3.12,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260704-254.jpg
2492,کار ساخته بازار,GD01003811,1.97,750.0,15.0,16.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-578.jpg
2493,کار ساخته بازار,GD01003810,0.85,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-738.jpg
2494,کار ساخته بازار,GD01003809,0.86,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-479.jpg
2495,کار ساخته بازار,GD01003808,0.86,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20260704-175.jpg
2496,کار ساخته بازار,GD01003806,1.25,750.0,13.0,14.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20260704-818.jpg
2497,کار ساخته بازار,GD01003805,2.2,750.0,14.0,15.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250624-880.jpg
2498,کار ساخته بازار,GD01003804,2.34,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-710.jpg
2499,کار ساخته بازار,GD01003802,3.88,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260704-611.jpg
2500,کار ساخته بازار,GD01003801,1.48,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250624-845.jpg
2501,کار ساخته بازار,GD01003797,3.61,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-965.jpg
2502,کار ساخته بازار,GD01003795,3.5,750.0,13.0,14.0,0.0,0.0,0.0,0.0,رزگلد,گوشواره,,,Img20250624-256.jpg
2503,کار ساخته بازار,GD01003791,4.59,750.0,15.0,16.0,0.0,0.0,0.0,0.0,رزگلد,گوشواره,,,Img20260704-14.jpg
2504,کار ساخته بازار,GD01003790,1.12,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250624-873.jpg
2505,کار ساخته بازار,GD01003786,5.1,750.0,15.0,16.0,0.0,0.0,0.0,0.0,رزگلد,گوشواره,,,Img20250618-432.jpg
2506,کار ساخته بازار,GD01003780,0.81,750.0,16.0,18.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250611-928.jpg
2507,کار ساخته بازار,GD01003777,5.0,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250611-84.jpg
2508,کار ساخته بازار,GD01003776,3.18,750.0,16.0,17.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250611-566.jpg
2509,کار ساخته بازار,GD01003772,8.91,750.0,15.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,زنجیر,,,Img20250702-731.jpg
2510,کار ساخته بازار,GD01003767,5.27,750.0,12.5,13.5,0.0,0.0,0.0,0.0,دو رنگ,زنجیر,,,Img20250611-750.jpg
2511,کار ساخته بازار,GD01003762,8.12,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250609-494.jpg
2512,کار ساخته بازار,GD01003759,2.23,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250609-461.jpg
2513,کار ساخته بازار,GD01003758 - پژو,2.83,750.0,16.0,17.0,0.0,0.0,0.0,0.0,سفید,مدال,,,Img20250623-367.jpg
2514,کار ساخته بازار,GD01003757,5.55,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250702-982.jpg
2515,کار ساخته بازار,GD01003756,2.7,750.0,19.0,20.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250611-1770.jpg
2516,کار ساخته بازار,GD01003753,6.5,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250611-662.jpg
2517,کار ساخته بازار,GD01003751,8.04,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-6.jpg
2518,کار ساخته بازار,GD01003750 - پ,4.28,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,مدال,,,Img20250611-762.jpg
2519,کار ساخته بازار,GD01003745,3.9,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250702-575.jpg
2520,کار ساخته بازار,GD01003743,2.41,750.0,11.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-172.jpg
2521,کار ساخته بازار,GD01003742,4.01,750.0,11.0,13.0,0.0,0.0,0.0,0.0,سفید,مدال,,,Img20250611-244.jpg
2522,کار ساخته بازار,GD01003740 - عروسک,1.33,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260124-362.jpg
2523,کار ساخته بازار,GD01003739,2.18,750.0,0.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-625.jpg
2524,کار ساخته بازار,GD01003734,0.52,750.0,16.0,17.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250702-495.jpg
2525,کار ساخته بازار,GD01003729,4.8,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-379.jpg
2526,کار ساخته بازار,GD01003727,1.78,750.0,14.0,16.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250702-779.jpg
2527,کار ساخته بازار,GD01003725,2.52,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250623-14.jpg
2528,کار ساخته بازار,GD01003720,2.59,750.0,13.0,14.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250611-723.jpg
2529,کار ساخته بازار,GD01003716,10.71,750.0,17.0,18.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250611-134.jpg
2530,کار ساخته بازار,GD01003715,6.58,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250702-468.jpg
2531,کار ساخته بازار,GD01003713,7.64,750.0,18.0,19.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250611-182.jpg
2532,کار ساخته بازار,GD01003712,7.91,750.0,18.0,19.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250702-295.jpg
2533,کار ساخته بازار,GD01003703 - ترک,8.51,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250609-609.jpg
2534,کار ساخته بازار,GD01003701 - البرنادو,2.66,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250611-892.jpg
2535,کار ساخته بازار,GD01003698 - ٍ,5.1,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250702-577.jpg
2536,کار ساخته بازار,GD01003696 - یزدی,14.8,750.0,6.0,8.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250623-104.jpg
2537,کار ساخته بازار,GD01003694 - نرمال,4.11,750.0,17.0,18.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250609-96.jpg
2538,کار ساخته بازار,GD01003692 - دیپلمات,6.34,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250609-587.jpg
2539,کار ساخته بازار,GD01003689 - کارتیه,4.81,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250609-943.jpg
2540,کار ساخته بازار,GD01003688 - فلامینگو,4.42,750.0,13.0,14.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250702-530.jpg
2541,کار ساخته بازار,GD01003687 - میرو,3.4,750.0,13.0,14.0,0.0,0.0,0.0,0.0,سفید,زنجیر,,,Img20250609-37.jpg
2542,کار ساخته بازار,GD01003685 - هرینگبون,4.49,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250624-985.jpg
2543,کار ساخته بازار,GD01003680 - وی گلد,1.52,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-246.jpg
2544,کار ساخته بازار,GD01003677 - M,1.16,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-441.jpg
2545,کار ساخته بازار,GD01003676 - N,1.08,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-768.jpg
2546,کار ساخته بازار,GD01003673 - N,1.04,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-146.jpg
2547,کار ساخته بازار,GD01003672 - F,0.9,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-704.jpg
2548,کار ساخته بازار,GD01003670 - Z,0.88,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-304.jpg
2549,کار ساخته بازار,GD01003668 - E,0.98,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-1886.jpg
2550,کار ساخته بازار,GD01003666 - B,0.96,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-933.jpg
2551,کار ساخته بازار,GD01003665 - Z,0.93,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260708-603.jpg
2552,کار ساخته بازار,GD01003664 - گوشواره,0.41,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-1521.jpg
2553,کار ساخته بازار,GD01003663 - B,1.02,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-188.jpg
2554,کار ساخته بازار,GD01003662 - R,1.06,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-715.jpg
2555,کار ساخته بازار,GD01003661 - F,0.9,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260706-738.jpg
2556,کار ساخته بازار,GD01003660 - گوشواره,2.72,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-384.jpg
2557,کار ساخته بازار,GD01003659 - F,0.96,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250708-134.jpg
2558,کار ساخته بازار,GD01003658 - e,0.88,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260706-381.jpg
2559,کار ساخته بازار,GD01003657 - گوشواره,2.2,750.0,11.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250708-215.jpg
2560,کار ساخته بازار,GD01003656 - b,0.99,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-184.jpg
2561,کار ساخته بازار,GD01003655 - b,0.99,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250708-642.jpg
2562,کار ساخته بازار,GD01003650 - n,0.99,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-867.jpg
2563,کار ساخته بازار,GD01003648 - z,0.86,750.0,10.0,10.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250708-278.jpg
2564,کار ساخته بازار,GD01003646 - وی گلد,0.86,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-503.jpg
2565,کار ساخته بازار,GD01003643 - آوا,2.64,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-95.jpg
2566,کار ساخته بازار,GD01003640 - وی گلد,1.06,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-228.jpg
2567,کار ساخته بازار,GD01003639,2.54,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20260706-638.jpg
2568,کار ساخته بازار,GD01003637 - گوشواره,3.66,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250609-90.jpg
2569,کار ساخته بازار,GD01003636 - پی کی,3.0,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-758.jpg
2570,کار ساخته بازار,GD01003634 - شمش,3.38,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-696.jpg
2571,کار ساخته بازار,GD01003632,1.98,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-165.jpg
2572,کار ساخته بازار,GD01003630 - گوشواره,1.68,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250623-691.jpg
2573,کار ساخته بازار,GD01003628 - گوشواره,2.01,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250611-866.jpg
2574,کار ساخته بازار,GD01003627 - مروارید,2.63,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-612.jpg
2575,کار ساخته بازار,GD01003626 - گوشواره,1.28,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250611-711.jpg
2576,کار ساخته بازار,GD01003625 - آذر,2.84,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-958.jpg
2577,کار ساخته بازار,GD01003624 - گوشواره,2.74,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250702-752.jpg
2578,کار ساخته بازار,GD01003623,2.63,750.0,14.5,14.5,0.0,0.0,0.0,0.0,رزگلد,مدال,,,Img20250623-209.jpg
2579,کار ساخته بازار,GD01003622 - گوشواره,3.49,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250609-457.jpg
2580,کار ساخته بازار,GD01003619 - الله,9.48,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-884.jpg
2581,کار ساخته بازار,GD01003618 - گوشواره,2.18,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250609-974.jpg
2582,کار ساخته بازار,GD01003617 - الله,15.48,750.0,6.0,7.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-776.jpg
2583,کار ساخته بازار,GD01003616 - شمش,4.23,750.0,12.0,12.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-533.jpg
2584,کار ساخته بازار,GD01003615 - گوشواره,1.36,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250623-356.jpg
2585,کار ساخته بازار,GD01003613 - گوشواره,1.58,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250609-984.jpg
2586,کار ساخته بازار,GD01003611 - الیزابت,11.66,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250609-736.jpg
2587,کار ساخته بازار,GD01003610 - ورساچه,8.37,750.0,13.0,13.5,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-917.jpg
2588,کار ساخته بازار,GD01003609 - گوشواره,1.4,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250611-623.jpg
2589,کار ساخته بازار,GD01003607 - انگوری,9.03,750.0,8.0,10.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250623-188.jpg
2590,کار ساخته بازار,GD01003606 - گوشواره,1.69,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250609-506.jpg
2591,کار ساخته بازار,GD01003605 - الیزابت,13.17,750.0,6.0,8.0,0.0,0.0,0.0,0.0,زرد,مدال,,,Img20250624-879.jpg
2592,کار ساخته بازار,GD01003598 - تیفانی,2.13,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-418.jpg
2593,کار ساخته بازار,GD01003595 - گوشواره,2.77,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250624-105.jpg
2594,کار ساخته بازار,GD01003572 - لوییس,1.36,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250624-957.jpg
2595,کار ساخته بازار,GD01003570 - کارتیه,2.92,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250609-894.jpg
2596,کار ساخته بازار,GD01003567 - تیفانی,10.29,750.0,15.0,16.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250624-893.jpg
