ردیف,دسته بندی,محصول,وزن,عیار,فی تهیه اجرت درصدی,اجرت درصدی فروش,فی تهیه اجرت مبلغی,اجرت مبلغی فروش,فی تهیه سنگ,فی فروش سنگ,رنگ,نوع کالا,سایز,کد قدیمی,تصویر
2597,کار ساخته بازار,GD01003566 - تیفانی,2.37,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-967.jpg
2598,کار ساخته بازار,GD01003565 - تیفانی,5.48,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-988.jpg
2599,کار ساخته بازار,GD01003564 - وی گلد,3.66,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250624-329.jpg
2600,کار ساخته بازار,GD01003559 - آبگینه,3.1,750.0,14.0,14.5,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-657.jpg
2601,کار ساخته بازار,GD01003552 - بهنژاد,3.26,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-190.jpg
2602,کار ساخته بازار,GD01003550 - چشم نظر,1.97,750.0,12.0,13.0,0.0,0.0,600000.0,600000.0,زرد,گردنبند,,,Img20250624-693.jpg
2603,کار ساخته بازار,GD01003547 - چشم نظر,3.33,750.0,12.0,13.0,0.0,0.0,600000.0,600000.0,زرد,گردنبند,,,Img20250622-866.jpg
2604,کار ساخته بازار,GD01003545 - گوشواره,1.95,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250624-535.jpg
2605,کار ساخته بازار,GD01003538 - ریناس,4.74,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-949.jpg
2606,کار ساخته بازار,GD01003535 - لوییس,3.61,750.0,12.5,14.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250623-296.jpg
2607,کار ساخته بازار,GD01003533 - لوییس,2.68,750.0,12.5,14.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250624-975.jpg
2608,کار ساخته بازار,GD01003532 - لوییس,1.6,750.0,12.5,14.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250622-211.jpg
2609,کار ساخته بازار,GD01003529 - گوشواره,1.19,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-258.jpg
2610,کار ساخته بازار,GD01003525 - تراش,4.51,750.0,13.5,14.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250621-175.jpg
2611,کار ساخته بازار,GD01003524 - تراش,1.77,750.0,13.5,14.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250621-743.jpg
2612,کار ساخته بازار,GD01003522 - تراش,9.0,750.0,13.5,14.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250621-2.jpg
2613,کار ساخته بازار,GD01003520 - البرنادو,2.77,750.0,13.5,14.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250621-454.jpg
2614,کار ساخته بازار,GD01003518 - البرنادو,3.79,750.0,13.5,14.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250622-678.jpg
2615,کار ساخته بازار,GD01003515 - گوشواره,0.95,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-230.jpg
2616,کار ساخته بازار,GD01003512 - احسان,6.8,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260706-371.jpg
2617,کار ساخته بازار,GD01003509 - گوشواره,1.08,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250619-563.jpg
2618,کار ساخته بازار,GD01003508 - تافته,2.39,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-1.jpg
2619,کار ساخته بازار,GD01003507 - تافته,6.74,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-401.jpg
2620,کار ساخته بازار,GD01003504 - تراش,2.18,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250622-886.jpg
2621,کار ساخته بازار,GD01003503 - گوشواره,1.42,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-625.jpg
2622,کار ساخته بازار,GD01003502 - تراش,3.01,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-119.jpg
2623,کار ساخته بازار,GD01003500 - تراش,10.94,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260706-29.jpg
2624,کار ساخته بازار,GD01003498 - گوشواره,0.95,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-194.jpg
2625,کار ساخته بازار,GD01003495 - مینیمال,1.44,750.0,13.0,14.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-273.jpg
2626,کار ساخته بازار,GD01003491 - احسان,3.1,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250622-173.jpg
2627,کار ساخته بازار,GD01003487 - گوشواره,0.77,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-156.jpg
2628,کار ساخته بازار,GD01003486 - کلاف,7.09,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-725.jpg
2629,کار ساخته بازار,GD01003484 - کلاف,4.29,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-180.jpg
2630,کار ساخته بازار,GD01003482 - کلاف,15.48,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-621.jpg
2631,کار ساخته بازار,GD01003479 - جم,6.29,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250624-777.jpg
2632,کار ساخته بازار,GD01003478 - جم,2.38,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250624-803.jpg
2633,کار ساخته بازار,GD01003476 - جم,17.99,750.0,14.0,15.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250622-967.jpg
2634,کار ساخته بازار,GD01003475 - گوشواره,2.08,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250622-482.jpg
2635,کار ساخته بازار,GD01003466 - گوشواره,1.9,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250622-161.jpg
2636,کار ساخته بازار,GD01003463 - گوشواره,1.25,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260706-36.jpg
2637,کار ساخته بازار,GD01003452 - گوشواره,0.87,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250621-44.jpg
2638,کار ساخته بازار,GD01003450 - جردن,2.92,750.0,10.0,10.5,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250621-798.jpg
2639,کار ساخته بازار,GD01003449 - جوردن,18.13,750.0,10.0,10.5,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250619-564.jpg
2640,کار ساخته بازار,GD01003447 - رولکس,2.31,750.0,10.0,11.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250622-655.jpg
2641,کار ساخته بازار,GD01003446 - گوشواره,1.65,750.0,8.0,9.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250619-893.jpg
2642,کار ساخته بازار,GD01003443 - رولکس,11.91,750.0,10.0,11.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250622-461.jpg
2643,کار ساخته بازار,GD01003442 - گوشواره,1.93,750.0,7.0,8.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250619-274.jpg
2644,کار ساخته بازار,GD01003438 - اپل,6.47,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-614.jpg
2645,کار ساخته بازار,GD01003436 - اپل,2.76,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-364.jpg
2646,کار ساخته بازار,GD01003435 - اپل,17.8,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-181.jpg
2647,کار ساخته بازار,GD01003429 - شقایق,2.02,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-11.jpg
2648,کار ساخته بازار,GD01003428 - شقایق,7.22,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-976.jpg
2649,کار ساخته بازار,GD01003418 - آیسان,2.74,750.0,9.0,11.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20260706-829.jpg
2650,کار ساخته بازار,GD01003417 - گوشواره گل,1.03,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250619-858.jpg
2651,کار ساخته بازار,GD01003416 - آیسان,10.82,750.0,9.0,11.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250622-25.jpg
2652,کار ساخته بازار,GD01003407 - گوشواره,1.89,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250619-76.jpg
2653,کار ساخته بازار,GD01003404 - احسان,5.86,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-962.jpg
2654,کار ساخته بازار,GD01003403 - احسان,1.15,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250622-327.jpg
2655,کار ساخته بازار,GD01003402 - گوشواره,1.35,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250619-623.jpg
2656,کار ساخته بازار,GD01003401 - احسان,1.93,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-815.jpg
2657,کار ساخته بازار,GD01003400 - احسان,5.87,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260706-666.jpg
2658,کار ساخته بازار,GD01003391 - گوشواره,0.91,750.0,12.0,13.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250619-138.jpg
2659,کار ساخته بازار,GD01003385 - احسان,6.72,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-1169.jpg
2660,کار ساخته بازار,GD01003377 - طرح توله,2.89,750.0,7.0,8.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-725.jpg
2661,کار ساخته بازار,GD01003373 - ونکلیف,2.66,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-297.jpg
2662,کار ساخته بازار,GD01003371 - ونکلیف,3.53,750.0,12.5,13.5,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-133.jpg
2663,کار ساخته بازار,GD01003365 - تافته,1.17,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-331.jpg
2664,کار ساخته بازار,GD01003364 - تافته,2.34,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-566.jpg
2665,کار ساخته بازار,GD01003362 - تافته,4.52,750.0,10.0,11.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250619-43.jpg
2666,کار ساخته بازار,GD01003360 - آیسان,2.87,750.0,7.5,9.5,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-406.jpg
2667,کار ساخته بازار,GD01003342 - البرناردو,1.57,750.0,14.0,15.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-282.jpg
2668,کار ساخته بازار,GD01003339 - تراش,3.84,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-500.jpg
2669,کار ساخته بازار,GD01003338 - تراش,8.16,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250618-1811.jpg
2670,کار ساخته بازار,GD01003329,2.35,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250622-496.jpg
2671,کار ساخته بازار,GD01003325 - گوشواره,2.61,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250608-944.jpg
2672,کار ساخته بازار,GD01003319 - گوشواره,2.0,750.0,12.0,13.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260706-74.jpg
2673,کار ساخته بازار,GD01003314 - گوشواره,2.24,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250608-428.jpg
2674,کار ساخته بازار,GD01003313 - گوشواره,4.71,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250608-814.jpg
2675,کار ساخته بازار,GD01003311 - گوشواره,2.17,750.0,12.0,13.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20250608-144.jpg
2676,کار ساخته بازار,GD01003310 - گوشواره,1.82,750.0,12.0,13.0,0.0,0.0,0.0,0.0,دو رنگ,گوشواره,,,Img20260706-952.jpg
2677,کار ساخته بازار,GD01003309 - گوشواره,2.07,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,گوشواره,,,Img20250608-295.jpg
2678,کار ساخته بازار,GD01003305 - گوشواره,1.84,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20260706-88.jpg
2679,کار ساخته بازار,GD01003303,2.41,750.0,13.0,13.5,0.0,0.0,0.0,0.0,دو رنگ,انگشتر,,,Img20260705-516.jpg
2680,کار ساخته بازار,GD01003299,2.7,750.0,13.5,14.0,0.0,0.0,0.0,0.0,زرد,انگشتر,,,Img20250619-530.jpg
2681,کار ساخته بازار,GD01003298 - کارتیه,7.72,750.0,11.0,11.5,0.0,0.0,0.0,0.0,زرد,زنجیر,,,Img20250608-694.jpg
2682,کار ساخته بازار,GD01003296 - گوشواره,2.56,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-549.jpg
2683,کار ساخته بازار,GD01003295,18.65,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,گردنبند,,,Img20250626-821.jpg
2684,کار ساخته بازار,GD01003293,5.42,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-457.jpg
2685,کار ساخته بازار,GD01003291,2.26,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-450.jpg
2686,کار ساخته بازار,GD01003289,14.53,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-174.jpg
2687,کار ساخته بازار,GD01003287,2.54,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-482.jpg
2688,کار ساخته بازار,GD01003285,5.89,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-35.jpg
2689,کار ساخته بازار,GD01003284,19.05,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250624-430.jpg
2690,کار ساخته بازار,GD01003283,3.28,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250624-786.jpg
2691,کار ساخته بازار,GD01003281,15.96,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-146.jpg
2692,کار ساخته بازار,GD01003276,26.25,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250624-306.jpg
2693,کار ساخته بازار,GD01003275,17.14,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260706-517.jpg
2694,کار ساخته بازار,GD01003273,7.47,750.0,7.0,9.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250608-822.jpg
2695,کار ساخته بازار,GD01003268 - گوشواره,2.6,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250713-17.jpg
2696,کار ساخته بازار,GD01003265,3.34,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-986.jpg
2697,کار ساخته بازار,GD01003260 - گوشواره,2.51,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-913.jpg
2698,کار ساخته بازار,GD01003259 - دستبند,5.58,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-942.jpg
2699,کار ساخته بازار,GD01003258 - گردنبند,18.0,750.0,14.0,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-361.jpg
2700,کار ساخته بازار,GD01003256 - دستبند,4.45,750.0,9.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-6.jpg
2701,کار ساخته بازار,GD01003254 - گوشواره,5.25,750.0,19.0,20.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-983.jpg
2702,کار ساخته بازار,GD01003253 - دستبند,3.14,750.0,19.0,20.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-11.jpg
2703,کار ساخته بازار,GD01003252 - گردنبند,9.13,750.0,19.0,20.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-177.jpg
2704,کار ساخته بازار,GD01003251 - گوشواره,3.12,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-643.jpg
2705,کار ساخته بازار,GD01003248 - گوشواره,1.8,750.0,12.5,13.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250608-430.jpg
2706,کار ساخته بازار,GD01003244 - امگا,5.15,750.0,16.0,16.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250608-1917.jpg
2707,کار ساخته بازار,GD01003243 - البرنادو,3.71,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-27.jpg
2708,کار ساخته بازار,GD01003241 - گردنبند,7.71,750.0,12.5,13.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250608-866.jpg
2709,کار ساخته بازار,GD01003240 - البرنادو,2.61,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-576.jpg
2710,کار ساخته بازار,GD01003239 - گوشواره,6.27,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250608-463.jpg
2711,کار ساخته بازار,GD01003236 - البرنادو,1.87,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250608-710.jpg
2712,کار ساخته بازار,GD01003232 - البرنادو,2.91,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-164.jpg
2713,کار ساخته بازار,GD01003230 - گوشواره,2.23,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250608-469.jpg
2714,کار ساخته بازار,GD01003229 - البرنادو,1.96,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-350.jpg
2715,کار ساخته بازار,GD01003228 - دستبند,5.19,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-465.jpg
2716,کار ساخته بازار,GD01003227 - گردنبند,18.92,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-880.jpg
2717,کار ساخته بازار,GD01003226 - گوشواره,9.42,750.0,17.0,17.5,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-58.jpg
2718,کار ساخته بازار,GD01003225 - دستبند,9.65,750.0,17.0,17.5,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-244.jpg
2719,کار ساخته بازار,GD01003224 - گردنبند,25.34,750.0,17.0,17.5,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-738.jpg
2720,کار ساخته بازار,GD01003222 - گوشواره,2.86,750.0,16.5,17.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-679.jpg
2721,کار ساخته بازار,GD01003220 - گردنبند,14.28,750.0,16.5,17.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260706-298.jpg
2722,کار ساخته بازار,GD01003219 - لوییس,3.61,750.0,12.0,13.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-131.jpg
2723,کار ساخته بازار,GD01003216 - گوشواره,2.69,750.0,12.0,12.5,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-847.jpg
2724,کار ساخته بازار,GD01003215 - دستبند,5.45,750.0,12.0,12.5,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-510.jpg
2725,کار ساخته بازار,GD01003213 - گردنبند,15.72,750.0,12.0,12.5,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250608-840.jpg
2726,کار ساخته بازار,GD01003211 - زیرخاکی,4.86,750.0,12.0,14.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-155.jpg
2727,کار ساخته بازار,GD01003210 - گوشواره,4.83,750.0,18.0,19.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-318.jpg
2728,کار ساخته بازار,GD01003206 - دستبند,4.49,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-650.jpg
2729,کار ساخته بازار,GD01003205 - گردنبند,13.13,750.0,12.0,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-532.jpg
2730,کار ساخته بازار,GD01003203 - گوشواره,4.14,750.0,7.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-1643.jpg
2731,کار ساخته بازار,GD01003201 - دستبند,5.72,750.0,7.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-984.jpg
2732,کار ساخته بازار,GD01003199 - گردنبند,14.32,750.0,7.5,10.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-212.jpg
2733,کار ساخته بازار,GD01003197 - دستبند,6.07,750.0,16.0,17.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-339.jpg
2734,کار ساخته بازار,GD01003195 - گوشواره,2.86,750.0,16.0,17.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-236.jpg
2735,کار ساخته بازار,GD01003193 - گردنبند,18.24,750.0,16.0,17.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-916.jpg
2736,کار ساخته بازار,GD01003191 - گوشواره,2.62,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-452.jpg
2737,کار ساخته بازار,GD01003189 - دستبند,7.05,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-61.jpg
2738,کار ساخته بازار,GD01003187 - گردنبند,17.73,750.0,12.5,13.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-215.jpg
2739,کار ساخته بازار,GD01003185 - گوشواره,3.74,750.0,16.0,17.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250626-625.jpg
2740,کار ساخته بازار,GD01003183 - دستبند,7.93,750.0,16.0,17.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250626-322.jpg
2741,کار ساخته بازار,GD01003182 - گردنبند,25.04,750.0,16.0,17.0,0.0,0.0,0.0,0.0,رزگلد,سرویس,,,Img20250626-508.jpg
2742,کار ساخته بازار,GD01003180 - گوشواره,1.89,750.0,12.5,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-93.jpg
2743,کار ساخته بازار,GD01003178 - دستبند,4.84,750.0,12.5,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-1601.jpg
2744,کار ساخته بازار,GD01003176 - گردنبند,14.56,750.0,12.5,13.0,0.0,0.0,0.0,0.0,سفید,سرویس,,,Img20250626-512.jpg
2745,کار ساخته بازار,GD01003164 - گوشواره,3.14,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-185.jpg
2746,کار ساخته بازار,GD01003163 - دستبند,6.04,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-932.jpg
2747,کار ساخته بازار,GD01003161 - گردنبند,21.42,750.0,14.0,16.0,0.0,0.0,0.0,0.0,دو رنگ,سرویس,,,Img20250626-533.jpg
2748,کار ساخته بازار,GD01003152 - دستبند,32.64,750.0,5.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-991.jpg
2749,کار ساخته بازار,GD01003149 - گوشواره,3.72,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-548.jpg
2750,کار ساخته بازار,GD01003147 - دستبند,4.03,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250621-267.jpg
2751,کار ساخته بازار,GD01003144 - گردنبند,7.99,750.0,7.0,10.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20260107-790.jpg
2752,کار ساخته بازار,GD01003143,3.04,750.0,0.0,7.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-846.jpg
2753,کار ساخته بازار,GD01003136 - گوشواره,9.69,750.0,4.0,7.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250605-819.jpg
2754,کار ساخته بازار,GD01003126 - بچه گانه,1.86,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-314.jpg
2755,کار ساخته بازار,GD01003123 - گوشواره,2.7,750.0,14.5,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250605-404.jpg
2756,کار ساخته بازار,GD01003122 - بچه گانه,1.79,750.0,10.0,12.0,0.0,0.0,0.0,0.0,زرد,گوشواره,,,Img20250626-223.jpg
2757,کار ساخته بازار,GD01003121 - دستبند,7.27,750.0,14.5,16.0,0.0,0.0,0.0,0.0,زرد,سرویس,,,Img20250626-851.jpg
